"state","importance","paper_title","venue","project_link_or_github_link","paper_link","sort","pdf_path"
"checked","A","4D Gaussian Splatting in the Wild with Uncertainty-Aware Regularization","NeurIPS 2024","N/A","https://proceedings.neurips.cc/paper_files/paper/2024/file/e95da8078ec8389533c802e368da5298-Paper-Conference.pdf","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/NeurIPS_2024/2024_4D_Gaussian_Splatting_in_the_Wild_with_Uncertainty_Aware_Regularization.pdf"
"checked","A","Align Your Gaussians: Text-to-4D with Dynamic 3D Gaussians and Composed Diffusion Models","CVPR 2024","N/A","https://arxiv.org/pdf/2312.13763.pdf","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/CVPR_2024/2024_Align_Your_Gaussians_Text_to_4D_with_Dynamic_3D_Gaussians_and_Composed_Diffusion_Models.pdf"
"checked","A","MotionGS: Exploring Explicit Motion Guidance for Deformable 3D Gaussian Splatting","NeurIPS 2024","https://ruijiezhu94.github.io/MotionGS_page/","https://arxiv.org/pdf/2410.07707.pdf","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/NeurIPS_2024/2024_MotionGS_Exploring_Explicit_Motion_Guidance_for_Deformable_3D_Gaussian_Splatting.pdf"
"checked","A","Per-Gaussian Embedding-Based Deformation for Deformable 3D Gaussian Splatting","ECCV 2024","https://jeongminb.github.io/e-d3dgs/","https://arxiv.org/pdf/2404.03613.pdf","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/ECCV_2024/2024_Per_Gaussian_Embedding_Based_Deformation_for_Deformable_3D_Gaussian_Splatting.pdf"
"checked","A","SWinGS: Sliding Windows for Dynamic 3D Gaussian Splatting","ECCV 2024","N/A","https://arxiv.org/pdf/2312.13308.pdf","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/ECCV_2024/2024_SWinGS_Sliding_Windows_for_Dynamic_3D_Gaussian_Splatting.pdf"
"checked","A","MEGA: Memory-Efficient 4D Gaussian Splatting for Dynamic Scenes","ICCV 2025","https://github.com/Xinjie-Q/MEGA","https://arxiv.org/pdf/2410.13613.pdf","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/ICCV_2025/2025_MEGA_Memory_Efficient_4D_Gaussian_Splatting_for_Dynamic_Scenes.pdf"
"checked","A","DeGauss: Dynamic-Static Decomposition with Gaussian Splatting for Distractor-free 3D Reconstruction","ICCV 2025","https://batfacewayne.github.io/DeGauss.io/","https://arxiv.org/pdf/2503.13176.pdf","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/ICCV_2025/2025_DeGauss_Dynamic_Static_Decomposition_with_Gaussian_Splatting_for_Distractor_free_3D_Reconstruction.pdf"
"checked","A","DGD: Dynamic 3D Gaussians Distillation","ECCV 2024","https://isaaclabe.github.io/DGD-Website/","https://arxiv.org/pdf/2405.19321.pdf","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/ECCV_2024/2024_DGD_Dynamic_3D_Gaussians_Distillation.pdf"
"checked","A","STAG4D: Spatial-Temporal Anchored Generative 4D Gaussians","ECCV 2024","https://nju-3dv.github.io/projects/STAG4D","https://arxiv.org/pdf/2403.14939.pdf","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/ECCV_2024/2024_STAG4D_Spatial_Temporal_Anchored_Generative_4D_Gaussians.pdf"
"checked","A","4D3R: Motion-Aware Neural Reconstruction and Rendering of Dynamic Scenes from Monocular Videos","NeurIPS 2025","N/A","https://arxiv.org/pdf/2511.05229.pdf","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/NeurIPS_2025/2025_4D3R_Motion_Aware_Neural_Reconstruction_and_Rendering_of_Dynamic_Scenes_from_Monocular_Videos.pdf"
"checked","A","Efficient Gaussian Splatting for Monocular Dynamic Scene Rendering via Sparse Time-Variant Attribute Modeling","AAAI 2025","N/A","https://arxiv.org/abs/2502.20378","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/AAAI_2025/2025_Efficient_Gaussian_Splatting_for_Monocular_Dynamic_Scene_Rendering_via_Sparse_Time_Variant_Attribute_Modeling.pdf"
"checked","A","Motion Decoupled 3D Gaussian Splatting for Dynamic Object Representation","AAAI 2025","https://xiaohu.space/publication/2025-02-28-M5D-GS","https://doi.org/10.1609/aaai.v39i4.32373","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/AAAI_2025/2025_Motion_Decoupled_3D_Gaussian_Splatting_for_Dynamic_Object_Representation.pdf"
"checked","A","CaDGS: Modeling Inter-Gaussian Mutual Information for Dynamic Novel View Synthesis","ACMMM 2025","N/A","https://doi.org/10.1145/3746027.3755121","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/ACMMM_2025/2025_CaDGS_Modeling_Inter_Gaussian_Mutual_Information_for_Dynamic_Novel_View_Synthesis.pdf"
"checked","A","Dynamic 2D Gaussians: Geometrically Accurate Radiance Fields for Dynamic Objects","ACMMM 2025","N/A","https://arxiv.org/abs/2409.14072","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/ACMMM_2025/2025_Dynamic_2D_Gaussians_Geometrically_Accurate_Radiance_Fields_for_Dynamic_Objects.pdf"
"checked","A","E-4DGS: High-Fidelity Dynamic Reconstruction from the Multi-view Event Cameras","ACMMM 2025","N/A","https://arxiv.org/abs/2508.09912","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/ACMMM_2025/2025_E_4DGS_High_Fidelity_Dynamic_Reconstruction_from_the_Multi_view_Event_Cameras.pdf"
"checked","A","FutureGS: Structured Gaussian Fields for Future-Aware Dynamic Scene Modeling","ACMMM 2025","N/A","https://doi.org/10.1145/3746027.3755428","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/ACMMM_2025/2025_FutureGS_Structured_Gaussian_Fields_for_Future_Aware_Dynamic_Scene_Modeling.pdf"
"checked","A","See Through the Occlusions: Few-Shot Gaussian Splatting with Layered Amodal Supervision","ACMMM 2025","N/A","https://doi.org/10.1145/3746027.3755801","3DGS_Reconstruction","paperPDFs/3DGS_Reconstruction/ACMMM_2025/2025_See_Through_the_Occlusions_Few_Shot_Gaussian_Splatting_with_Layered_Amodal_Supervision.pdf"
"checked","A","Sparse4DGS: Flow-Geometry Assisted 4D Gaussian Splatting for Dynamic Sparse View Synthesis","ACMMM 2025","N/A","https://arxiv.org/abs/2511.07122","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/ACMMM_2025/2025_Sparse4DGS_Flow_Geometry_Assisted_4D_Gaussian_Splatting_for_Dynamic_Sparse_View_Synthesis.pdf"
"checked","A","3D Geometry-Aware Deformable Gaussian Splatting for Dynamic View Synthesis","CVPR 2024","N/A","https://arxiv.org/abs/2404.06270","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/CVPR_2024/2024_3D_Geometry_Aware_Deformable_Gaussian_Splatting_for_Dynamic_View_Synthesis.pdf"
"checked","A","DriveDreamer4D: World Models Are Effective Data Machines for 4D Driving Scene Representation","CVPR 2025","N/A","https://arxiv.org/abs/2410.13571","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/CVPR_2025/2025_DriveDreamer4D_World_Models_Are_Effective_Data_Machines_for_4D_Driving_Scene_Representation.pdf"
"checked","A","GIFStream: 4D Gaussian-based Immersive Video with Feature Stream","CVPR 2025","N/A","https://arxiv.org/abs/2505.07539","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/CVPR_2025/2025_GIFStream_4D_Gaussian_based_Immersive_Video_with_Feature_Stream.pdf"
"checked","A","HiMoR: Monocular Deformable Gaussian Reconstruction with Hierarchical Motion Representation","CVPR 2025","N/A","https://arxiv.org/abs/2504.06210","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/CVPR_2025/2025_HiMoR_Monocular_Deformable_Gaussian_Reconstruction_with_Hierarchical_Motion_Representation.pdf"
"checked","A","NTR-Gaussian: Nighttime Dynamic Thermal Reconstruction with 4D Gaussian Splatting Based on Thermodynamics","CVPR 2025","N/A","https://arxiv.org/abs/2503.03115","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/CVPR_2025/2025_NTR_Gaussian_Nighttime_Dynamic_Thermal_Reconstruction_with_4D_Gaussian_Splatting_Based_on_Thermodynamics.pdf"
"checked","A","Robust Multi-Object 4D Generation for In-the-wild Videos","CVPR 2025","N/A","https://openaccess.thecvf.com/content/CVPR2025/papers/Chu_Robust_Multi-Object_4D_Generation_for_In-the-wild_Videos_CVPR_2025_paper.pdf","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/CVPR_2025/2025_Robust_Multi_Object_4D_Generation_for_In_the_wild_Videos.pdf"
"checked","A","SplatFlow: Self-Supervised Dynamic Gaussian Splatting in Neural Motion Flow Field for Autonomous Driving","CVPR 2025","N/A","https://arxiv.org/abs/2411.15482","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/CVPR_2025/2025_SplatFlow_Self_Supervised_Dynamic_Gaussian_Splatting_in_Neural_Motion_Flow_Field_for_Autonomous_Driving.pdf"
"checked","A","4D Gaussian Splatting SLAM","ICCV 2025","N/A","https://arxiv.org/abs/2503.16710","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/ICCV_2025/2025_4D_Gaussian_Splatting_SLAM.pdf"
"checked","A","7DGS: Unified Spatial-Temporal-Angular Gaussian Splatting","ICCV 2025","N/A","https://arxiv.org/abs/2503.07946","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/ICCV_2025/2025_7DGS_Unified_Spatial_Temporal_Angular_Gaussian_Splatting.pdf"
"checked","A","EMD: Explicit Motion Modeling for High-Quality Street Gaussian Splatting","ICCV 2025","N/A","https://arxiv.org/abs/2411.15582","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/ICCV_2025/2025_EMD_Explicit_Motion_Modeling_for_High_Quality_Street_Gaussian_Splatting.pdf"
"checked","A","GaussianUpdate: Continual 3D Gaussian Splatting Update for Changing Environments","ICCV 2025","N/A","https://arxiv.org/abs/2508.08867","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/ICCV_2025/2025_GaussianUpdate_Continual_3D_Gaussian_Splatting_Update_for_Changing_Environments.pdf"
"checked","A","LocalDyGS: Multi-view Global Dynamic Scene Modeling via Adaptive Local Implicit Feature Decoupling","ICCV 2025","N/A","https://arxiv.org/abs/2507.02363","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/ICCV_2025/2025_LocalDyGS_Multi_view_Global_Dynamic_Scene_Modeling_via_Adaptive_Local_Implicit_Feature_Decoupling.pdf"
"checked","A","Swift4D: Adaptive divide-and-conquer Gaussian Splatting for compact and efficient reconstruction of dynamic scene","ICLR 2025","N/A","https://arxiv.org/abs/2503.12307","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/ICLR_2025/2025_Swift4D_Adaptive_divide_and_conquer_Gaussian_Splatting_for_compact_and_efficient_reconstruction_of_dynamic_scene.pdf"
"checked","A","Superpoint Gaussian Splatting for Real-Time High-Fidelity Dynamic Scene Reconstruction","ICML 2024","N/A","https://arxiv.org/abs/2406.03697","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/ICML_2024/2024_Superpoint_Gaussian_Splatting_for_Real_Time_High_Fidelity_Dynamic_Scene_Reconstruction.pdf"
"checked","A","DN-4DGS: Denoised Deformable Network with Temporal-Spatial Aggregation for Dynamic Scene Rendering","NeurIPS 2024","N/A","https://arxiv.org/abs/2410.13607","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/NeurIPS_2024/2024_DN_4DGS_Denoised_Deformable_Network_with_Temporal_Spatial_Aggregation_for_Dynamic_Scene_Rendering.pdf"
"checked","A","HAIF-GS: Hierarchical and Induced Flow-Guided Gaussian Splatting for Dynamic Scene","NeurIPS 2025","N/A","https://arxiv.org/abs/2506.09518","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/NeurIPS_2025/2025_HAIF_GS_Hierarchical_and_Induced_Flow_Guided_Gaussian_Splatting_for_Dynamic_Scene.pdf"
"checked","A","HoliGS: Holistic Gaussian Splatting for Embodied View Synthesis","NeurIPS 2025","N/A","https://arxiv.org/abs/2506.19291","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/NeurIPS_2025/2025_HoliGS_Holistic_Gaussian_Splatting_for_Embodied_View_Synthesis.pdf"
"checked","A","Splat4D: Diffusion-Enhanced 4D Gaussian Splatting for Temporally and Spatially Consistent Content Creation","SIGGRAPH 2025","N/A","https://arxiv.org/abs/2508.07557","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/SIGGRAPH_2025/2025_Splat4D_Diffusion_Enhanced_4D_Gaussian_Splatting_for_Temporally_and_Spatially_Consistent_Content_Creation.pdf"
"checked","A","Anchored 4D Gaussian Splatting for Dynamic Novel View Synthesis","SIGGRAPH_Asia 2025","N/A","https://doi.org/10.1145/3757377.3763898","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/SIGGRAPH_Asia_2025/2025_Anchored_4D_Gaussian_Splatting_for_Dynamic_Novel_View_Synthesis.pdf"
"checked","A","Clustered Error Correction with Grouped 4D Gaussian Splatting","SIGGRAPH_Asia 2025","N/A","https://arxiv.org/abs/2511.16112","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/SIGGRAPH_Asia_2025/2025_Clustered_Error_Correction_with_Grouped_4D_Gaussian_Splatting.pdf"
"checked","A","Neural Texture Splatting: Expressive 3D Gaussian Splatting for View Synthesis, Geometry, and Dynamic Reconstruction","SIGGRAPH_Asia 2025","N/A","https://arxiv.org/abs/2511.18873","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/SIGGRAPH_Asia_2025/2025_Neural_Texture_Splatting_Expressive_3D_Gaussian_Splatting_for_View_Synthesis_Geometry_and_Dynamic_Reconstruction.pdf"
"checked","A","TrackerSplat: Exploiting Point Tracking for Fast and Robust Dynamic 3D Gaussians Reconstruction","SIGGRAPH_Asia 2025","N/A","https://arxiv.org/abs/2604.02586","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/SIGGRAPH_Asia_2025/2025_TrackerSplat_Exploiting_Point_Tracking_for_Fast_and_Robust_Dynamic_3D_Gaussians_Reconstruction.pdf"
"checked","B","DGNS: Deformable Gaussian Splatting and Dynamic Neural Surface for Monocular Dynamic 3D Reconstruction","ACMMM 2025","N/A","https://arxiv.org/abs/2412.03910","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/ACMMM_2025/2025_DGNS_Deformable_Gaussian_Splatting_and_Dynamic_Neural_Surface_for_Monocular_Dynamic_3D_Reconstruction.pdf"
"checked","B","HoloTime: Taming Video Diffusion Models for Panoramic 4D Scene Generation","ACMMM 2025","N/A","https://arxiv.org/abs/2504.21650","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/ACMMM_2025/2025_HoloTime_Taming_Video_Diffusion_Models_for_Panoramic_4D_Scene_Generation.pdf"
"checked","B","AniGS: Animatable Gaussian Avatar from a Single Image with Inconsistent Gaussian Reconstruction","CVPR 2025","N/A","https://arxiv.org/abs/2412.02684","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/CVPR_2025/2025_AniGS_Animatable_Gaussian_Avatar_from_a_Single_Image_with_Inconsistent_Gaussian_Reconstruction.pdf"
"checked","B","Generative Sparse-View Gaussian Splatting","CVPR 2025","N/A","https://openaccess.thecvf.com/content/CVPR2025/papers/Kong_Generative_Sparse-View_Gaussian_Splatting_CVPR_2025_paper.pdf","3DGS_Reconstruction","paperPDFs/3DGS_Reconstruction/CVPR_2025/2025_Generative_Sparse_View_Gaussian_Splatting.pdf"
"checked","B","Improving Gaussian Splatting with Localized Points Management","CVPR 2025","N/A","https://arxiv.org/abs/2406.04251","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/CVPR_2025/2025_Improving_Gaussian_Splatting_with_Localized_Points_Management.pdf"
"checked","B","VoxelSplat: Dynamic Gaussian Splatting as an Effective Loss for Occupancy and Flow Prediction","CVPR 2025","N/A","https://arxiv.org/abs/2506.05563","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/CVPR_2025/2025_VoxelSplat_Dynamic_Gaussian_Splatting_as_an_Effective_Loss_for_Occupancy_and_Flow_Prediction.pdf"
"checked","B","CoDa-4DGS: Dynamic Gaussian Splatting with Context and Deformation Awareness for Autonomous Driving","ICCV 2025","N/A","https://arxiv.org/abs/2503.06744","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/ICCV_2025/2025_CoDa_4DGS_Dynamic_Gaussian_Splatting_with_Context_and_Deformation_Awareness_for_Autonomous_Driving.pdf"
"checked","B","GSV3D: Gaussian Splatting-based Geometric Distillation with Stable Video Diffusion for Single-Image 3D Object Generation","ICCV 2025","N/A","https://arxiv.org/abs/2503.06136","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/ICCV_2025/2025_GSV3D_Gaussian_Splatting_based_Geometric_Distillation_with_Stable_Video_Diffusion_for_Single_Image_3D_Object_Generation.pdf"
"checked","B","Generative Gaussian Splatting: Generating 3D Scenes with Video Diffusion Priors","ICCV 2025","N/A","https://arxiv.org/abs/2503.13272","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/ICCV_2025/2025_Generative_Gaussian_Splatting_Generating_3D_Scenes_with_Video_Diffusion_Priors.pdf"
"checked","B","InteractAvatar: Modeling Hand-Face Interaction in Photorealistic Avatars with Deformable Gaussians","ICCV 2025","N/A","https://arxiv.org/abs/2504.07949","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/ICCV_2025/2025_InteractAvatar_Modeling_Hand_Face_Interaction_in_Photorealistic_Avatars_with_Deformable_Gaussians.pdf"
"checked","B","RobustSplat: Decoupling Densification and Dynamics for Transient-Free 3DGS","ICCV 2025","N/A","https://arxiv.org/abs/2506.02751","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/ICCV_2025/2025_RobustSplat_Decoupling_Densification_and_Dynamics_for_Transient_Free_3DGS.pdf"
"checked","B","1000+ FPS 4D Gaussian Splatting for Dynamic Scene Rendering","NeurIPS 2025","N/A","https://arxiv.org/abs/2503.16422","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/NeurIPS_2025/2025_1000_FPS_4D_Gaussian_Splatting_for_Dynamic_Scene_Rendering.pdf"
"checked","B","NeuroGauss4D-PCI: 4D Neural Fields and Gaussian Deformation Fields for Point Cloud Interpolation","NeurIPS 2024","N/A","https://arxiv.org/abs/2405.14241","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/NeurIPS_2024/2024_NeuroGauss4D_PCI_4D_Neural_Fields_and_Gaussian_Deformation_Fields_for_Point_Cloud_Interpolation.pdf"
"Wait","B","Spike4DGS: Towards High-Speed Dynamic Scene Rendering with 4D Gaussian Splatting via a Spike Camera Array","NeurIPS 2025","N/A","https://openreview.net/forum?id=V5efEA8nIr","4DGS_Reconstruction","paperPDFs/4DGS_Reconstruction/NeurIPS_2025/2025_Spike4DGS_Towards_High_Speed_Dynamic_Scene_Rendering_with_4D_Gaussian_Splatting_via_a_Spike_Camera_Array.pdf"
"checked","B","Temporal Smoothness-Aware Rate-Distortion Optimized 4D Gaussian Splatting","NeurIPS 2025","N/A","https://arxiv.org/abs/2507.17336","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/NeurIPS_2025/2025_Temporal_Smoothness_Aware_Rate_Distortion_Optimized_4D_Gaussian_Splatting.pdf"
"checked","B","Virtually Being: Customizing Camera-Controllable Video Diffusion Models with Volumetric Performance Captures","SIGGRAPH_Asia 2025","https://www.hugozanini.com/projects/virtually-being/","https://arxiv.org/abs/2510.14179","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/SIGGRAPH_Asia_2025/2025_Virtually_Being_Customizing_Camera_Controllable_Video_Diffusion_Models_with_Volumetric_Performance_Captures.pdf"
"Skip","C","Go-with-the-Flow: Motion-Controllable Video Diffusion Models Using Real-Time Warped Noise","CVPR 2025","N/A","https://arxiv.org/abs/2501.08331","Gaussian_Splatting_Foundation",
"Skip","C","Watching it in Dark: A Target-Aware Representation Learning Framework for High-Level Vision Tasks in Low Illumination","ECCV 2024","N/A","https://doi.org/10.1007/978-3-031-73226-3_3","Gaussian_Splatting_Foundation",
"checked","C","Mixture of Experts Guided by Gaussian Splatters Matters: A new Approach to Weakly-Supervised Video Anomaly Detection","ICCV 2025","N/A","https://arxiv.org/abs/2508.06318","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/ICCV_2025/2025_Mixture_of_Experts_Guided_by_Gaussian_Splatters_Matters_A_new_Approach_to_Weakly_Supervised_Video_Anomaly_Detection.pdf"
"checked","C","An Exploration with Entropy Constrained 3D Gaussians for 2D Video Compression","ICLR 2025","N/A","https://proceedings.iclr.cc/paper_files/paper/2025/hash/02cf78fa6cabf269f8d8380355c5f096-Abstract-Conference.html","3DGS_Reconstruction","paperPDFs/3DGS_Reconstruction/ICLR_2025/2025_An_Exploration_with_Entropy_Constrained_3D_Gaussians_for_2D_Video_Compression.pdf"
"Skip","C","Bidirectional Temporal Diffusion Model for Temporally Consistent Human Animation","ICLR 2024","N/A","https://arxiv.org/abs/2307.00574","Gaussian_Splatting_Foundation",
"Skip","C","Optimal Sensor Scheduling and Selection for Continuous-Discrete Kalman Filtering with Auxiliary Dynamics","ICML 2025","N/A","https://arxiv.org/abs/2507.11240","Gaussian_Splatting_Foundation",
"Skip","C","Robust and Conjugate Spatio-Temporal Gaussian Processes","ICML 2025","N/A","https://arxiv.org/abs/2502.02450","Gaussian_Splatting_Foundation",
"checked","S","LangSplat: 3D Language Gaussian Splatting","CVPR 2024","https://langsplat.github.io/","https://openaccess.thecvf.com/content/CVPR2024/papers/Qin_LangSplat_3D_Language_Gaussian_Splatting_CVPR_2024_paper.pdf","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/CVPR_2024/2024_LangSplat_3D_Language_Gaussian_Splatting.pdf"
"checked","S","OpenGaussian: Towards Point-Level 3D Gaussian-based Open Vocabulary Understanding","NeurIPS 2024","https://3d-aigc.github.io/OpenGaussian","https://proceedings.neurips.cc/paper_files/paper/2024/file/21f7b745f73ce0d1f9bcea7f40b1388e-Paper-Conference.pdf","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/NeurIPS_2024/2024_OpenGaussian_Towards_Point_Level_3D_Gaussian_based_Open_Vocabulary_Understanding.pdf"
"checked","A","FlashSplat: 2D to 3D Gaussian Splatting Segmentation Solved Optimally","ECCV 2024","https://github.com/florinshen/FlashSplat","https://www.ecva.net/papers/eccv_2024/papers_ECCV/papers/03300.pdf","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/ECCV_2024/2024_FlashSplat_2D_to_3D_Gaussian_Splatting_Segmentation_Solved_Optimally.pdf"
"checked","S","Segment Any 3D Gaussians","AAAI 2025","https://jumpat.github.io/SAGA/","https://arxiv.org/pdf/2312.00860.pdf","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/AAAI_2025/2025_Segment_Any_3D_Gaussians.pdf"
"checked","A","PanoGS: Gaussian-based Panoptic Segmentation for 3D Open Vocabulary Scene Understanding","CVPR 2025","N/A","https://openaccess.thecvf.com/content/CVPR2025/papers/Zhai_PanoGS_Gaussian-based_Panoptic_Segmentation_for_3D_Open_Vocabulary_Scene_Understanding_CVPR_2025_paper.pdf","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/CVPR_2025/2025_PanoGS_Gaussian_based_Panoptic_Segmentation_for_3D_Open_Vocabulary_Scene_Understanding.pdf"
"checked","A","COB-GS: Clear Object Boundaries in 3DGS Segmentation Based on Boundary-Adaptive Gaussian Splitting","CVPR 2025","https://github.com/ZestfulJX/COB-GS","https://openaccess.thecvf.com/content/CVPR2025/papers/Zhang_COB-GS_Clear_Object_Boundaries_in_3DGS_Segmentation_Based_on_Boundary-Adaptive_CVPR_2025_paper.pdf","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/CVPR_2025/2025_COB_GS_Clear_Object_Boundaries_in_3DGS_Segmentation_Based_on_Boundary_Adaptive_Gaussian_Splitting.pdf"
"checked","A","Dr. Splat: Directly Referring 3D Gaussian Splatting via Direct Language Embedding Registration","CVPR 2025","N/A","https://openaccess.thecvf.com/content/CVPR2025/papers/Jun-Seong_Dr._Splat_Directly_Referring_3D_Gaussian_Splatting_via_Direct_Language_CVPR_2025_paper.pdf","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/CVPR_2025/2025_Dr_Splat_Directly_Referring_3D_Gaussian_Splatting_via_Direct_Language_Embedding_Registration.pdf"
"checked","A","LUDVIG: Learning-Free Uplifting of 2D Visual Features to Gaussian Splatting Scenes","ICCV 2025","N/A","https://openaccess.thecvf.com/content/ICCV2025/papers/Marrie_LUDVIG_Learning-Free_Uplifting_of_2D_Visual_Features_to_Gaussian_Splatting_ICCV_2025_paper.pdf","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/ICCV_2025/2025_LUDVIG_Learning_Free_Uplifting_of_2D_Visual_Features_to_Gaussian_Splatting_Scenes.pdf"
"checked","S","Identity-aware Language Gaussian Splatting for Open-vocabulary 3D Semantic Segmentation","ICCV 2025","N/A","https://openaccess.thecvf.com/content/ICCV2025/papers/Jang_Identity-aware_Language_Gaussian_Splatting_for_Open-vocabulary_3D_Semantic_Segmentation_ICCV_2025_paper.pdf","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/ICCV_2025/2025_Identity_aware_Language_Gaussian_Splatting_for_Open_vocabulary_3D_Semantic_Segmentation.pdf"
"checked","S","SceneSplat: Gaussian Splatting-based Scene Understanding with Vision-Language Pretraining","ICCV 2025","N/A","https://openaccess.thecvf.com/content/ICCV2025/papers/Li_SceneSplat_Gaussian_Splatting-based_Scene_Understanding_with_Vision-Language_Pretraining_ICCV_2025_paper.pdf","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/ICCV_2025/2025_SceneSplat_Gaussian_Splatting_based_Scene_Understanding_with_Vision_Language_Pretraining.pdf"
"checked","S","TRASE: Tracking-free 4D Segmentation and Editing","3DV 2026","N/A","https://openreview.net/pdf?id=p5PGrx7HbX","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/3DV_2026/2026_TRASE_Tracking_free_4D_Segmentation_and_Editing.pdf"
"checked","S","LangSplatV2: High-dimensional 3D Language Gaussian Splatting with 450+ FPS","NeurIPS 2025","https://langsplat-v2.github.io/","https://arxiv.org/pdf/2507.07136.pdf","Gaussian_Splatting_Foundation","paperPDFs/Gaussian_Splatting_Foundation/NeurIPS_2025/2025_LangSplatV2_High_dimensional_3D_Language_Gaussian_Splatting_with_450_FPS.pdf"
"checked","S","HY-Motion 1.0: Scaling Flow Matching Models for Text-To-Motion Generation","Technical Report 2025","https://hunyuan.tencent.com/motion?tabIndex=0","https://arxiv.org/abs/2512.23464","Motion_Generation_Text_Speech_Music_Driven","paperPDFs/Motion_Generation_Text_Speech_Music_Driven/Technical_Report_2025/2025_HY_Motion_1.0_Scaling_Flow_Matching_Models_for_Text_To_Motion_Generation.pdf"
